Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,literacy_category,literacy_level,info
Brazil,2013,Male,15-24 year olds,Percent,98.25204,High,Satisfactory,Brazil - Satisfactory
Brazil,2015,Male,15-24 year olds,Percent,98.52015,High,Satisfactory,Brazil - Satisfactory
Brunei Darussalam,1981,Male,15-24 year olds,Percent,94.0643,High,Satisfactory,Brunei Darussalam - Satisfactory
Brunei Darussalam,1991,Male,15-24 year olds,Percent,98.1069,High,Satisfactory,Brunei Darussalam - Satisfactory
Brunei Darussalam,1981,Female,15-24 year olds,Percent,93.23892,High,Satisfactory,Brunei Darussalam - Satisfactory
Brunei Darussalam,1991,Female,15-24 year olds,Percent,98.08379,High,Satisfactory,Brunei Darussalam - Satisfactory
Brunei Darussalam,2001,Female,15-24 year olds,Percent,98.91217,High,Satisfactory,Brunei Darussalam - Satisfactory
Brunei Darussalam,2011,Female,15-24 year olds,Percent,99.54606,High,Satisfactory,Brunei Darussalam - Satisfactory
Brunei Darussalam,2015,Female,15-24 year olds,Percent,99.71538,High,Satisfactory,Brunei Darussalam - Satisfactory
Brunei Darussalam,1981,All genders,15-24 year olds,Percent,93.68101,High,Satisfactory,Brunei Darussalam - Satisfactory
Brunei Darussalam,1991,All genders,15-24 year olds,Percent,98.09567,High,Satisfactory,Brunei Darussalam - Satisfactory
Brunei Darussalam,2001,All genders,15-24 year olds,Percent,98.89379,High,Satisfactory,Brunei Darussalam - Satisfactory
Brunei Darussalam,2011,All genders,15-24 year olds,Percent,99.36677,High,Satisfactory,Brunei Darussalam - Satisfactory
Brunei Darussalam,2015,All genders,15-24 year olds,Percent,99.60493,High,Satisfactory,Brunei Darussalam - Satisfactory
Brunei Darussalam,2001,Male,15-24 year olds,Percent,98.8743,High,Satisfactory,Brunei Darussalam - Satisfactory
Brunei Darussalam,2011,Male,15-24 year olds,Percent,99.19989,High,Satisfactory,Brunei Darussalam - Satisfactory
Brunei Darussalam,2015,Male,15-24 year olds,Percent,99.50153,High,Satisfactory,Brunei Darussalam - Satisfactory
Bulgaria,2011,Female,15-24 year olds,Percent,97.65106,High,Satisfactory,Bulgaria - Satisfactory
Bulgaria,2015,Female,15-24 year olds,Percent,97.78369,High,Satisfactory,Bulgaria - Satisfactory
Bulgaria,2001,All genders,15-24 year olds,Percent,98.21248,High,Satisfactory,Bulgaria - Satisfactory
Bulgaria,2011,All genders,15-24 year olds,Percent,97.86505,High,Satisfactory,Bulgaria - Satisfactory
Bulgaria,2015,All genders,15-24 year olds,Percent,98.00037,High,Satisfactory,Bulgaria - Satisfactory
Bulgaria,2001,Female,15-24 year olds,Percent,98.10977,High,Satisfactory,Bulgaria - Satisfactory
Bulgaria,2001,Male,15-24 year olds,Percent,98.30967,High,Satisfactory,Bulgaria - Satisfactory
Bulgaria,2011,Male,15-24 year olds,Percent,98.06693,High,Satisfactory,Bulgaria - Satisfactory
Bulgaria,2015,Male,15-24 year olds,Percent,98.20514,High,Satisfactory,Bulgaria - Satisfactory
Burkina Faso,1975,Female,15-24 year olds,Percent,6.66406,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,1991,Female,15-24 year olds,Percent,14.17375,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,1996,Female,15-24 year olds,Percent,13.98534,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,2003,Female,15-24 year olds,Percent,24.81137,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,2005,Female,15-24 year olds,Percent,26.4829,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,2006,Female,15-24 year olds,Percent,26.53412,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,2007,Female,15-24 year olds,Percent,33.12532,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,2014,Female,15-24 year olds,Percent,43.98581,Medium,Satisfactory,Burkina Faso - Satisfactory
Burkina Faso,2015,Female,15-24 year olds,Percent,46.71193,Medium,Satisfactory,Burkina Faso - Satisfactory
Burkina Faso,1975,All genders,15-24 year olds,Percent,14.37752,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,1991,All genders,15-24 year olds,Percent,20.18029,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,1996,All genders,15-24 year olds,Percent,19.41415,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,2003,All genders,15-24 year olds,Percent,31.22926,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,2005,All genders,15-24 year olds,Percent,32.96662,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,2006,All genders,15-24 year olds,Percent,32.7306,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,2007,All genders,15-24 year olds,Percent,39.25778,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,2014,All genders,15-24 year olds,Percent,50.09625,Medium,Satisfactory,Burkina Faso - Satisfactory
Burkina Faso,2015,All genders,15-24 year olds,Percent,52.50931,Medium,Satisfactory,Burkina Faso - Satisfactory
Burkina Faso,1975,Male,15-24 year olds,Percent,22.37713,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,1991,Male,15-24 year olds,Percent,26.7888,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,1996,Male,15-24 year olds,Percent,25.47826,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,2003,Male,15-24 year olds,Percent,38.38109,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,2005,Male,15-24 year olds,Percent,40.37981,Medium,Satisfactory,Burkina Faso - Satisfactory
Burkina Faso,2006,Male,15-24 year olds,Percent,39.82187,Low,Needs Improvement,Burkina Faso - Needs Improvement
Burkina Faso,2007,Male,15-24 year olds,Percent,46.73374,Medium,Satisfactory,Burkina Faso - Satisfactory
Burkina Faso,2014,Male,15-24 year olds,Percent,56.99482,Medium,Satisfactory,Burkina Faso - Satisfactory
Burkina Faso,2015,Male,15-24 year olds,Percent,58.12689,Medium,Satisfactory,Burkina Faso - Satisfactory
Burundi,1979,Male,15-24 year olds,Percent,40.93199,Medium,Satisfactory,Burundi - Satisfactory
Burundi,1990,Male,15-24 year olds,Percent,59.49784,Medium,Satisfactory,Burundi - Satisfactory
Burundi,2000,Male,15-24 year olds,Percent,76.78002,High,Satisfactory,Burundi - Satisfactory
Burundi,2008,Male,15-24 year olds,Percent,89.59275,High,Satisfactory,Burundi - Satisfactory
Burundi,2015,Male,15-24 year olds,Percent,87.39607,High,Satisfactory,Burundi - Satisfactory
Burundi,1979,All genders,15-24 year olds,Percent,30.97659,Low,Needs Improvement,Burundi - Needs Improvement
Burundi,1990,All genders,15-24 year olds,Percent,53.55521,Medium,Satisfactory,Burundi - Satisfactory
Burundi,2000,All genders,15-24 year olds,Percent,73.33006,High,Satisfactory,Burundi - Satisfactory
Burundi,2008,All genders,15-24 year olds,Percent,88.88637,High,Satisfactory,Burundi - Satisfactory
Burundi,2015,All genders,15-24 year olds,Percent,87.61798,High,Satisfactory,Burundi - Satisfactory
Burundi,1979,Female,15-24 year olds,Percent,21.48686,Low,Needs Improvement,Burundi - Needs Improvement
Burundi,1990,Female,15-24 year olds,Percent,48.01126,Medium,Satisfactory,Burundi - Satisfactory
Burundi,2000,Female,15-24 year olds,Percent,70.3653,High,Satisfactory,Burundi - Satisfactory
Burundi,2008,Female,15-24 year olds,Percent,88.11345,High,Satisfactory,Burundi - Satisfactory
Burundi,2015,Female,15-24 year olds,Percent,87.8307,High,Satisfactory,Burundi - Satisfactory
Cambodia,1998,Female,15-24 year olds,Percent,71.07159,High,Satisfactory,Cambodia - Satisfactory
Cambodia,2004,Female,15-24 year olds,Percent,78.896,High,Satisfactory,Cambodia - Satisfactory
Cambodia,2008,Female,15-24 year olds,Percent,85.53457,High,Satisfactory,Cambodia - Satisfactory
Cambodia,2009,Female,15-24 year olds,Percent,85.86868,High,Satisfactory,Cambodia - Satisfactory
Cambodia,2015,Female,15-24 year olds,Percent,91.96521,High,Satisfactory,Cambodia - Satisfactory
Cambodia,1998,All genders,15-24 year olds,Percent,76.31821,High,Satisfactory,Cambodia - Satisfactory
Cambodia,2004,All genders,15-24 year olds,Percent,83.38286,High,Satisfactory,Cambodia - Satisfactory
Cambodia,2008,All genders,15-24 year olds,Percent,87.47138,High,Satisfactory,Cambodia - Satisfactory
Cambodia,2009,All genders,15-24 year olds,Percent,87.13246,High,Satisfactory,Cambodia - Satisfactory
Cambodia,2015,All genders,15-24 year olds,Percent,91.53502,High,Satisfactory,Cambodia - Satisfactory
Cambodia,1998,Male,15-24 year olds,Percent,81.84629,High,Satisfactory,Cambodia - Satisfactory
Cambodia,2004,Male,15-24 year olds,Percent,87.92011,High,Satisfactory,Cambodia - Satisfactory
Cambodia,2008,Male,15-24 year olds,Percent,89.38368,High,Satisfactory,Cambodia - Satisfactory
Cambodia,2009,Male,15-24 year olds,Percent,88.35612,High,Satisfactory,Cambodia - Satisfactory
Cambodia,2015,Male,15-24 year olds,Percent,91.1239,High,Satisfactory,Cambodia - Satisfactory
Cameroon,1976,Male,15-24 year olds,Percent,79.59165,High,Satisfactory,Cameroon - Satisfactory
Cameroon,2000,Male,15-24 year olds,Percent,88.42245,High,Satisfactory,Cameroon - Satisfactory
Cameroon,1976,All genders,15-24 year olds,Percent,68.81703,Medium,Satisfactory,Cameroon - Satisfactory
Cameroon,2000,All genders,15-24 year olds,Percent,83.09829,High,Satisfactory,Cameroon - Satisfactory
Cameroon,2007,All genders,15-24 year olds,Percent,83.13557,High,Satisfactory,Cameroon - Satisfactory
Cameroon,2010,All genders,15-24 year olds,Percent,80.57444,High,Satisfactory,Cameroon - Satisfactory
Cameroon,1976,Female,15-24 year olds,Percent,59.06318,Medium,Satisfactory,Cameroon - Satisfactory
Cameroon,2000,Female,15-24 year olds,Percent,77.96249,High,Satisfactory,Cameroon - Satisfactory
Cameroon,2007,Female,15-24 year olds,Percent,77.48205,High,Satisfactory,Cameroon - Satisfactory
Cameroon,2010,Female,15-24 year olds,Percent,76.42093,High,Satisfactory,Cameroon - Satisfactory
Cameroon,2015,Female,15-24 year olds,Percent,80.44661,High,Satisfactory,Cameroon - Satisfactory
Cameroon,2007,Male,15-24 year olds,Percent,89.41732,High,Satisfactory,Cameroon - Satisfactory
Cameroon,2010,Male,15-24 year olds,Percent,85.39748,High,Satisfactory,Cameroon - Satisfactory
Cameroon,2015,Male,15-24 year olds,Percent,87.11932,High,Satisfactory,Cameroon - Satisfactory
Cameroon,2015,All genders,15-24 year olds,Percent,83.79737,High,Satisfactory,Cameroon - Satisfactory
Cape Verde,1990,All genders,15-24 year olds,Percent,88.1679,High,Satisfactory,Cape Verde - Satisfactory
Cape Verde,2004,All genders,15-24 year olds,Percent,97.11496,High,Satisfactory,Cape Verde - Satisfactory
Cape Verde,2012,Male,15-24 year olds,Percent,97.87189,High,Satisfactory,Cape Verde - Satisfactory
Cape Verde,2015,Male,15-24 year olds,Percent,98.12368,High,Satisfactory,Cape Verde - Satisfactory
Cape Verde,1990,Female,15-24 year olds,Percent,86.41509,High,Satisfactory,Cape Verde - Satisfactory
Cape Verde,2004,Female,15-24 year olds,Percent,98.02903,High,Satisfactory,Cape Verde - Satisfactory
Cape Verde,2012,Female,15-24 year olds,Percent,98.39818,High,Satisfactory,Cape Verde - Satisfactory
Cape Verde,2015,Female,15-24 year olds,Percent,98.56057,High,Satisfactory,Cape Verde - Satisfactory
Cape Verde,2012,All genders,15-24 year olds,Percent,98.12897,High,Satisfactory,Cape Verde - Satisfactory
Cape Verde,2015,All genders,15-24 year olds,Percent,98.3427,High,Satisfactory,Cape Verde - Satisfactory
Cape Verde,1990,Male,15-24 year olds,Percent,89.94897,High,Satisfactory,Cape Verde - Satisfactory
Cape Verde,2004,Male,15-24 year olds,Percent,96.22623,High,Satisfactory,Cape Verde - Satisfactory
Cayman Islands,2007,Female,15-24 year olds,Percent,98.62333,High,Satisfactory,Cayman Islands - Satisfactory
Cayman Islands,2007,All genders,15-24 year olds,Percent,98.90682,High,Satisfactory,Cayman Islands - Satisfactory
Cayman Islands,2007,Male,15-24 year olds,Percent,99.14231,High,Satisfactory,Cayman Islands - Satisfactory
Central African Republic,1988,Female,15-24 year olds,Percent,34.85175,Low,Needs Improvement,Central African Republic - Needs Improvement
Central African Republic,2000,Female,15-24 year olds,Percent,49.01935,Medium,Satisfactory,Central African Republic - Satisfactory
Central African Republic,2010,Female,15-24 year olds,Percent,26.97133,Low,Needs Improvement,Central African Republic - Needs Improvement
Central African Republic,2015,Female,15-24 year olds,Percent,26.9713252114699,Low,Needs Improvement,Central African Republic - Needs Improvement
Central African Republic,1988,All genders,15-24 year olds,Percent,48.20233,Medium,Satisfactory,Central African Republic - Satisfactory
Central African Republic,2000,All genders,15-24 year olds,Percent,60.80705,Medium,Satisfactory,Central African Republic - Satisfactory
Central African Republic,2010,All genders,15-24 year olds,Percent,36.35627,Low,Needs Improvement,Central African Republic - Needs Improvement
Central African Republic,2015,All genders,15-24 year olds,Percent,36.3562698085515,Low,Needs Improvement,Central African Republic - Needs Improvement
Central African Republic,2010,Male,15-24 year olds,Percent,48.8571,Medium,Satisfactory,Central African Republic - Satisfactory
Central African Republic,2015,Male,15-24 year olds,Percent,48.8571003394331,Medium,Satisfactory,Central African Republic - Satisfactory
Central African Republic,1988,Male,15-24 year olds,Percent,62.56145,Medium,Satisfactory,Central African Republic - Satisfactory
Central African Republic,2000,Male,15-24 year olds,Percent,72.59475,High,Satisfactory,Central African Republic - Satisfactory
Chad,1993,Female,15-24 year olds,Percent,8.94584,Low,Needs Improvement,Chad - Needs Improvement
Chad,2000,Female,15-24 year olds,Percent,23.2354,Low,Needs Improvement,Chad - Needs Improvement
Chad,2004,Female,15-24 year olds,Percent,30.77491,Low,Needs Improvement,Chad - Needs Improvement
Chad,1993,All genders,15-24 year olds,Percent,17.34738,Low,Needs Improvement,Chad - Needs Improvement
Chad,2000,All genders,15-24 year olds,Percent,37.55735,Low,Needs Improvement,Chad - Needs Improvement
Chad,2004,All genders,15-24 year olds,Percent,41.67312,Medium,Satisfactory,Chad - Satisfactory
Chad,2014,All genders,15-24 year olds,Percent,51.73843,Medium,Satisfactory,Chad - Satisfactory
Chad,2015,All genders,15-24 year olds,Percent,52.74818,Medium,Satisfactory,Chad - Satisfactory
Chad,1993,Male,15-24 year olds,Percent,26.24623,Low,Needs Improvement,Chad - Needs Improvement
Chad,2000,Male,15-24 year olds,Percent,55.6862,Medium,Satisfactory,Chad - Satisfactory
Chad,2004,Male,15-24 year olds,Percent,53.70823,Medium,Satisfactory,Chad - Satisfactory
Chad,2014,Male,15-24 year olds,Percent,55.13811,Medium,Satisfactory,Chad - Satisfactory
Chad,2015,Male,15-24 year olds,Percent,55.30091,Medium,Satisfactory,Chad - Satisfactory
Chad,2014,Female,15-24 year olds,Percent,48.30642,Medium,Satisfactory,Chad - Satisfactory
Chad,2015,Female,15-24 year olds,Percent,50.17034,Medium,Satisfactory,Chad - Satisfactory
Chile,1982,Male,15-24 year olds,Percent,96.18222,High,Satisfactory,Chile - Satisfactory
Chile,1992,Male,15-24 year olds,Percent,98.15645,High,Satisfactory,Chile - Satisfactory
Chile,2002,Male,15-24 year olds,Percent,98.80364,High,Satisfactory,Chile - Satisfactory
Chile,2008,Male,15-24 year olds,Percent,99.11452,High,Satisfactory,Chile - Satisfactory
Chile,2009,Male,15-24 year olds,Percent,98.85938,High,Satisfactory,Chile - Satisfactory
Chile,2011,Male,15-24 year olds,Percent,99.21439,High,Satisfactory,Chile - Satisfactory
Chile,2013,Male,15-24 year olds,Percent,98.97761,High,Satisfactory,Chile - Satisfactory
Chile,1982,Female,15-24 year olds,Percent,97.11653,High,Satisfactory,Chile - Satisfactory
Chile,1992,Female,15-24 year olds,Percent,98.70086,High,Satisfactory,Chile - Satisfactory
Chile,2002,Female,15-24 year olds,Percent,99.18334,High,Satisfactory,Chile - Satisfactory
Chile,2008,Female,15-24 year olds,Percent,99.19581,High,Satisfactory,Chile - Satisfactory
Chile,2009,Female,15-24 year olds,Percent,98.89002,High,Satisfactory,Chile - Satisfactory
Chile,2011,Female,15-24 year olds,Percent,99.60537,High,Satisfactory,Chile - Satisfactory
Chile,2013,Female,15-24 year olds,Percent,99.05991,High,Satisfactory,Chile - Satisfactory
Chile,2015,Female,15-24 year olds,Percent,99.16347,High,Satisfactory,Chile - Satisfactory
Chile,1982,All genders,15-24 year olds,Percent,96.65398,High,Satisfactory,Chile - Satisfactory
Chile,1992,All genders,15-24 year olds,Percent,98.42797,High,Satisfactory,Chile - Satisfactory
Chile,2002,All genders,15-24 year olds,Percent,98.99098,High,Satisfactory,Chile - Satisfactory
Chile,2008,All genders,15-24 year olds,Percent,99.15358,High,Satisfactory,Chile - Satisfactory
Chile,2009,All genders,15-24 year olds,Percent,98.87238,High,Satisfactory,Chile - Satisfactory
Chile,2011,All genders,15-24 year olds,Percent,99.40819,High,Satisfactory,Chile - Satisfactory
Chile,2013,All genders,15-24 year olds,Percent,99.01867,High,Satisfactory,Chile - Satisfactory
Chile,2015,All genders,15-24 year olds,Percent,99.14644,High,Satisfactory,Chile - Satisfactory
Chile,2015,Male,15-24 year olds,Percent,99.13025,High,Satisfactory,Chile - Satisfactory
China,1982,Male,15-24 year olds,Percent,95.20854,High,Satisfactory,China - Satisfactory
China,1990,Male,15-24 year olds,Percent,96.97693,High,Satisfactory,China - Satisfactory
China,2000,Male,15-24 year olds,Percent,99.19846,High,Satisfactory,China - Satisfactory
China,2010,Male,15-24 year olds,Percent,99.68962,High,Satisfactory,China - Satisfactory
China,2015,Male,15-24 year olds,Percent,99.7438,High,Satisfactory,China - Satisfactory
China,1982,All genders,15-24 year olds,Percent,88.77334,High,Satisfactory,China - Satisfactory
China,1990,All genders,15-24 year olds,Percent,94.28147,High,Satisfactory,China - Satisfactory
China,2000,All genders,15-24 year olds,Percent,98.85873,High,Satisfactory,China - Satisfactory
China,2010,All genders,15-24 year olds,Percent,99.64229,High,Satisfactory,China - Satisfactory
China,2015,All genders,15-24 year olds,Percent,99.72886,High,Satisfactory,China - Satisfactory
China,1982,Female,15-24 year olds,Percent,82.09922,High,Satisfactory,China - Satisfactory
China,1990,Female,15-24 year olds,Percent,91.4547,High,Satisfactory,China - Satisfactory
China,2000,Female,15-24 year olds,Percent,98.50486,High,Satisfactory,China - Satisfactory
China,2010,Female,15-24 year olds,Percent,99.59304,High,Satisfactory,China - Satisfactory
China,2015,Female,15-24 year olds,Percent,99.7121,High,Satisfactory,China - Satisfactory
Colombia,2014,Female,15-24 year olds,Percent,98.94891,High,Satisfactory,Colombia - Satisfactory
Colombia,2015,Female,15-24 year olds,Percent,99.09911,High,Satisfactory,Colombia - Satisfactory
